Adult Mortality,BMI,HIV/AIDS,GDP,Income composition of resources,Schooling,Diphtheria,thinness  1-19 years,Life expectancy
217.0,45.9,0.3,43.82321,0.636,10.3,98.0,5.5,66.0
218.0,45.0,0.3,3944.178173,0.633,10.3,98.0,5.5,65.9
22.0,44.1,0.3,3785.935665,0.63,10.6,97.0,5.6,65.8
229.0,43.2,0.4,3439.597513,0.624,10.3,93.0,5.6,65.6
221.0,42.4,0.4,326.281212,0.618,10.2,95.0,5.6,65.9
218.0,41.6,0.3,2716.35256,0.618,10.5,98.0,5.6,66.1
218.0,4.9,0.8,2576.124957,0.618,10.7,93.0,5.6,66.3
232.0,4.3,1.9,2327.58324,0.62,11.2,94.0,5.7,65.7
24.0,39.6,1.1,1945.6395,0.622,11.7,93.0,5.7,65.2
238.0,39.0,1.8,198.455216,0.619,11.4,93.0,5.7,65.0
237.0,38.4,1.9,145.58861,0.613,11.2,91.0,5.8,65.1
237.0,37.8,2.1,986.7958173,0.611,11.1,9.0,5.8,65.3
244.0,37.1,2.3,96.8674827,0.609,11.0,91.0,5.9,65.3
247.0,36.4,1.7,925.582546,0.606,10.9,85.0,5.9,65.4
246.0,35.7,1.1,946.599372,0.602,10.9,88.0,5.9,65.4
24.0,49.9,0.5,814.5463952,0.49,9.1,6.0,3.9,63.5
245.0,48.8,0.5,83.1148117,0.487,9.1,48.0,3.9,63.1
253.0,47.7,0.5,81.265673,0.483,9.1,68.0,3.9,62.7
259.0,46.5,0.8,766.8437623,0.477,8.9,67.0,3.9,62.3
259.0,45.3,1.5,74.9358452,0.47,8.7,68.0,4.0,62.3
682.0,44.2,1.9,662.2795182,0.47,8.6,66.0,4.0,36.3
251.0,43.0,2.0,668.297646,0.466,8.5,65.0,4.1,62.5
259.0,41.8,2.4,674.7564147,0.462,8.4,63.0,4.2,62.1
266.0,4.7,2.7,615.8198192,0.458,8.4,63.0,4.2,61.8
28.0,39.6,3.3,55.47626,0.455,8.3,6.0,4.3,61.1
29.0,38.5,3.9,465.311876,0.452,8.2,6.0,4.4,65.0
32.0,37.5,4.3,387.9429725,0.45,8.1,55.0,4.5,58.7
3.0,36.5,4.6,329.782946,0.447,8.1,53.0,4.5,59.7
33.0,35.6,4.8,393.16327,0.444,8.0,48.0,4.6,59.3
35.0,34.8,5.0,413.7383164,0.443,7.9,45.0,4.7,58.9
35.0,34.0,5.1,462.486524,0.439,7.8,41.0,4.8,58.6
147.0,51.0,0.3,2326.15856,0.623,11.2,97.0,2.1,74.6
149.0,5.2,0.3,2242.711912,0.618,11.4,97.0,2.1,74.5
15.0,49.3,0.4,2136.77395,0.614,11.6,97.0,2.2,74.3
151.0,48.4,0.4,2178.38325,0.614,11.6,97.0,2.2,74.1
153.0,47.6,0.4,212.584798,0.611,11.7,97.0,2.2,73.9
156.0,46.8,0.4,1932.85829,0.606,11.5,97.0,2.3,73.6
157.0,45.9,0.5,1815.489496,0.603,11.3,97.0,2.3,73.4
159.0,45.1,0.6,1751.595857,0.597,11.1,93.0,2.3,73.2
16.0,44.3,0.7,1592.572182,0.59,10.9,94.0,2.4,73.0
161.0,43.5,0.8,1437.628785,0.583,10.8,95.0,2.4,72.8
163.0,42.8,0.9,1311.741714,0.577,10.6,98.0,2.5,72.5
165.0,42.0,1.2,1217.657961,0.571,10.4,94.0,2.6,72.2
166.0,41.2,1.4,1157.3427,0.566,10.3,92.0,2.6,71.9
169.0,4.4,1.5,1132.8721,0.561,10.1,95.0,2.7,71.6
171.0,39.6,1.6,113.4546,0.557,9.9,96.0,2.7,71.3
174.0,38.8,1.7,188.783165,0.551,9.8,94.0,2.8,71.0
134.0,64.8,0.1,12365.6263,0.834,15.6,99.0,1.6,75.8
137.0,64.2,0.1,14117.97668,0.834,15.8,99.0,1.7,75.6
139.0,63.6,0.1,13613.6147,0.824,15.4,99.0,1.7,75.5
146.0,63.0,0.1,12834.32349,0.823,15.4,99.0,1.7,75.0
15.0,62.4,0.1,1448.87958,0.821,15.4,99.0,1.7,74.8
156.0,61.7,0.1,1325.53379,0.817,15.3,99.0,1.8,74.5
162.0,61.1,0.1,12967.16543,0.816,15.3,99.0,1.8,74.2
165.0,6.5,0.1,15669.25929,0.812,15.3,99.0,1.9,74.1
176.0,59.9,0.1,13842.6549,0.809,15.3,99.0,1.9,73.5
177.0,59.3,0.1,11398.76584,0.802,15.2,99.0,2.0,73.4
182.0,58.8,0.1,11161.72441,0.795,15.0,99.0,2.0,72.9
18.0,58.2,0.1,1259.5266,0.793,15.3,99.0,2.1,72.9
184.0,57.6,0.1,8396.25323,0.784,14.9,99.0,2.1,72.5
184.0,57.1,0.1,665.6443,0.775,14.6,99.0,2.2,72.5
185.0,56.6,0.1,527.85364,0.769,14.2,99.0,2.2,72.3
193.0,56.1,0.1,4623.46712,0.761,13.9,99.0,2.3,71.7
49.0,61.0,0.1,5734.4436,0.919,19.0,92.0,1.0,82.7
49.0,6.6,0.1,52473.11356,0.915,19.0,9.0,1.0,82.5
5.0,6.2,0.1,4781.3888,0.907,19.0,91.0,1.0,82.4
5.0,59.7,0.1,44333.8518,0.901,18.7,89.0,1.0,82.5
51.0,59.3,0.1,46.217,0.894,18.6,95.0,0.9,82.1
53.0,58.9,0.1,41676.44527,0.894,18.4,96.0,0.9,81.8
55.0,58.5,0.1,4461.89251,0.894,18.4,96.0,0.9,81.6
58.0,58.1,0.1,55575.29196,0.892,18.2,98.0,0.9,81.4
59.0,57.8,0.1,68348.31817,0.887,18.2,97.0,0.9,81.3
61.0,57.4,0.1,5613.54115,0.884,18.1,97.0,0.9,81.1
62.0,56.9,0.1,56249.7555,0.879,17.9,95.0,0.9,81.0
65.0,56.5,0.1,46917.27216,0.873,18.3,99.0,1.0,88.0
65.0,55.9,0.1,3944.999,0.866,17.6,97.0,1.0,87.0
7.0,55.4,0.1,31996.2172,0.859,17.2,95.0,1.0,84.0
72.0,54.8,0.1,28585.9254,0.854,17.1,92.0,1.0,80.0
74.0,54.2,0.1,31813.37344,0.847,16.8,98.0,1.0,79.7
181.0,18.7,0.2,1613.18878,0.615,11.6,87.0,26.7,68.3
184.0,18.1,0.2,1573.11889,0.607,11.6,85.0,26.8,68.0
187.0,17.5,0.2,1452.195373,0.599,11.5,83.0,26.8,67.6
19.0,17.0,0.2,1446.98541,0.59,11.3,82.0,26.9,67.3
193.0,16.4,0.2,1461.671957,0.58,10.8,82.0,26.9,66.8
196.0,15.9,0.2,1345.77153,0.569,10.4,79.0,27.0,66.4
2.0,15.4,0.2,19.317765,0.563,10.5,74.0,27.0,66.0
23.0,14.9,0.3,991.484634,0.556,10.2,7.0,27.0,65.5
26.0,14.4,0.3,118.166373,0.546,9.9,64.0,27.1,65.2
28.0,13.9,0.3,792.259698,0.536,9.7,65.0,27.1,64.8
211.0,13.5,0.3,77.819,0.526,9.4,65.0,27.2,64.4
214.0,13.0,0.3,621.3183767,0.518,9.2,63.0,27.2,64.0
216.0,12.6,0.3,541.1352279,0.505,8.6,61.0,27.3,63.7
219.0,12.2,0.3,466.2842,0.499,8.4,59.0,27.4,63.3
222.0,11.8,0.3,447.138966,0.494,8.3,59.0,27.5,62.9
224.0,11.4,0.3,438.864634,0.489,8.3,58.0,27.7,62.5
176.0,27.4,0.3,3336.16686,0.686,12.9,78.0,1.4,69.1
179.0,26.5,0.3,3491.595887,0.682,12.9,78.0,1.4,68.9
181.0,25.6,0.3,362.663981,0.677,12.9,85.0,1.5,68.7
183.0,24.7,0.3,3687.953996,0.669,12.6,83.0,1.5,68.5
185.0,23.8,0.3,3634.27685,0.662,12.3,81.0,1.6,68.3
187.0,22.9,0.3,3113.48635,0.656,12.1,81.0,1.6,68.1
189.0,22.1,0.3,2254.44566,0.645,11.7,78.0,1.7,67.9
189.0,21.3,0.2,216.52766,0.641,11.7,77.0,1.7,67.7
19.0,2.5,0.2,1855.93915,0.638,11.0,73.0,1.8,67.5
191.0,19.7,0.1,1586.254,0.632,10.9,72.0,1.8,67.3
19.0,19.0,0.1,126.928834,0.629,11.1,72.0,1.9,67.2
213.0,18.2,0.1,1148.56996,0.624,11.0,71.0,1.9,65.3
189.0,17.5,0.1,164.59447,0.613,10.8,71.0,1.9,66.9
189.0,16.7,0.1,899.5556857,0.608,10.6,7.0,11.0,66.7
188.0,16.0,0.1,747.9817455,0.604,10.6,76.0,11.0,66.5
188.0,15.4,0.1,78.92744,0.597,10.7,75.0,11.0,66.3
83.0,59.7,0.1,1764.97387,0.774,14.8,98.0,8.5,75.5
83.0,58.5,0.1,1764.97387,0.77,14.9,99.0,8.3,75.4
83.0,57.2,0.1,1764.97387,0.769,15.0,98.0,8.2,75.3
85.0,56.0,0.1,1764.97387,0.755,13.6,99.0,8.0,75.1
93.0,54.8,0.1,1764.97387,0.745,13.1,99.0,7.9,74.7
16.0,53.6,0.1,1764.97387,0.735,12.9,99.0,7.8,74.1
122.0,52.5,0.1,1764.97387,0.728,12.8,99.0,7.7,73.3
135.0,51.4,0.1,1764.97387,0.716,12.1,99.0,7.6,72.7
138.0,5.4,0.1,1764.97387,0.704,11.8,99.0,7.5,72.4
139.0,49.4,0.1,1764.97387,0.692,11.4,98.0,7.4,72.2
139.0,48.5,0.1,1764.97387,0.687,11.4,95.0,7.4,72.0
139.0,47.6,0.1,1764.97387,0.686,11.8,99.0,7.4,71.8
154.0,46.9,0.1,1764.97387,0.679,11.8,99.0,7.5,75.0
142.0,46.2,0.1,1764.97387,0.674,11.9,99.0,7.6,71.2
146.0,45.5,0.1,1764.97387,0.666,11.6,96.0,7.7,78.0
15.0,44.9,0.1,1764.97387,0.66,11.6,99.0,7.8,73.0
182.0,59.1,0.1,4974.2693,0.649,10.1,58.0,5.3,68.9
199.0,58.5,0.1,673.74737,0.658,10.1,64.0,5.3,67.9
17.0,57.8,0.1,6925.22446,0.659,10.3,68.0,5.3,69.5
147.0,57.2,0.1,6651.12242,0.656,10.5,69.0,5.3,76.0
144.0,56.5,0.1,5854.614497,0.649,10.4,79.0,5.3,77.0
145.0,55.8,0.1,452.74948,0.646,10.4,74.0,5.3,76.0
148.0,55.2,0.1,3735.144836,0.643,10.3,78.0,5.4,74.0
167.0,54.5,0.1,4521.3247,0.638,10.3,69.0,5.4,69.3
227.0,53.8,0.1,3129.224922,0.636,10.2,57.0,5.4,65.9
249.0,53.2,0.1,2351.812429,0.631,10.2,59.0,5.4,64.7
29.0,52.5,0.1,1849.63911,0.628,10.1,65.0,5.4,66.8
21.0,51.9,0.1,1391.816923,0.603,9.8,74.0,5.4,67.2
213.0,51.3,0.1,1764.97387,0.616,9.4,75.0,5.5,66.5
14.0,5.6,0.1,1764.97387,0.614,9.1,77.0,5.5,74.0
142.0,5.1,0.1,1764.97387,0.607,8.7,78.0,5.6,72.0
144.0,49.5,0.1,1764.97387,0.603,8.6,8.0,5.6,70.0
64.0,62.8,0.1,6664.144,0.92,18.6,95.0,0.3,81.4
66.0,62.1,0.1,5553.32623,0.91,18.6,96.0,0.3,81.2
67.0,61.3,0.1,5234.76736,0.902,18.6,96.0,0.3,81.0
69.0,6.5,0.1,49231.36254,0.895,18.5,95.0,0.3,85.0
7.0,59.7,0.1,52567.52568,0.909,18.5,95.0,0.3,84.0
68.0,58.9,0.1,48538.58776,0.907,18.2,94.0,0.3,86.0
77.0,58.2,0.1,51983.78892,0.909,17.9,94.0,0.3,79.7
75.0,57.4,0.1,61235.415,0.908,17.9,93.0,0.3,79.8
75.0,56.6,0.1,61388.17457,0.902,17.6,92.0,0.3,79.5
78.0,55.8,0.1,54326.9713,0.896,17.6,91.0,0.3,79.0
78.0,55.1,0.1,5886.82789,0.889,17.5,9.0,0.3,78.7
82.0,54.4,0.1,47631.6377,0.88,17.1,89.0,0.3,78.3
82.0,53.6,0.1,4117.15532,0.87,16.8,86.0,0.3,78.0
88.0,52.9,0.1,32539.1937,0.862,16.5,83.0,0.3,77.4
89.0,52.2,0.1,28223.55528,0.857,16.4,84.0,0.3,77.0
94.0,51.5,0.1,26241.91883,0.848,16.2,86.0,0.3,76.4
58.0,64.9,0.1,35729.37253,0.898,16.0,95.0,1.2,82.5
6.0,64.6,0.1,37582.84624,0.895,16.0,95.0,1.2,82.2
61.0,64.2,0.1,36393.66932,0.891,15.9,96.0,1.2,82.1
6.0,63.8,0.1,32569.59683,0.889,15.9,94.0,1.2,81.8
61.0,63.4,0.1,33657.15727,0.883,15.8,94.0,1.2,81.8
61.0,63.0,0.1,3661.994,0.878,15.7,95.0,1.2,81.7
63.0,62.6,0.1,27795.87671,0.876,15.6,96.0,1.2,81.5
65.0,62.1,0.1,29657.4421,0.877,15.8,94.0,1.1,81.0
68.0,61.6,0.1,258.637,0.872,15.7,95.0,1.1,84.0
68.0,61.1,0.1,2195.1769,0.87,15.7,95.0,1.1,84.0
71.0,6.6,0.1,2611.17931,0.866,15.8,93.0,1.1,80.0
69.0,6.1,0.1,19888.172,0.863,15.9,95.0,1.1,81.0
71.0,59.6,0.1,18946.99942,0.863,16.0,93.0,1.1,79.7
74.0,59.2,0.1,18431.15696,0.855,15.3,9.0,1.1,79.3
74.0,58.7,0.1,236.19646,0.85,15.1,92.0,1.1,79.3
76.0,58.3,0.1,2152.1432,0.845,15.2,93.0,1.1,78.9
56.0,63.6,0.1,349.14755,0.881,16.3,93.0,0.6,82.7
57.0,63.1,0.1,35396.66517,0.877,16.3,95.0,0.6,82.5
58.0,62.6,0.1,3537.27441,0.876,16.5,96.0,0.5,82.3
6.0,62.1,0.1,34814.12436,0.877,16.6,97.0,0.5,82.0
6.0,61.5,0.1,38334.68477,0.872,16.4,96.0,0.5,82.0
6.0,61.0,0.1,35849.37364,0.869,16.4,96.0,0.5,81.8
61.0,6.5,0.1,36976.84512,0.868,16.3,96.0,0.5,81.6
61.0,59.9,0.1,464.18465,0.866,16.3,96.0,0.5,81.5
63.0,59.4,0.1,37698.78573,0.862,16.1,97.0,0.5,81.3
65.0,58.8,0.1,3341.7482,0.856,16.0,96.0,0.5,81.2
66.0,58.2,0.1,31959.26215,0.851,15.8,95.0,0.5,88.0
66.0,57.6,0.1,31174.56118,0.846,15.6,94.0,0.5,89.0
72.0,57.0,0.1,27387.2258,0.841,15.4,96.0,0.5,79.9
72.0,56.4,0.1,22196.5736,0.836,15.2,93.0,0.5,80.0
75.0,55.7,0.1,24.819,0.828,14.9,93.0,0.5,79.8
77.0,55.0,0.1,251.2426,0.823,14.8,87.0,0.5,79.4
125.0,54.2,0.5,4965.989857,0.729,12.8,91.0,1.8,76.2
133.0,53.5,0.5,4855.743789,0.727,12.8,92.0,1.8,75.8
136.0,52.7,0.6,56.144952,0.727,12.8,93.0,1.8,75.6
138.0,52.0,0.5,521.33363,0.725,12.8,96.0,1.8,75.3
139.0,51.2,0.6,513.549487,0.722,12.8,92.0,1.8,75.2
138.0,5.5,0.5,4682.728424,0.721,12.7,94.0,1.8,75.0
142.0,49.7,0.6,4293.383274,0.721,12.7,9.0,1.9,74.7
145.0,48.9,0.4,492.492378,0.718,12.6,91.0,1.9,74.5
148.0,48.1,0.9,462.517913,0.714,12.5,92.0,1.9,74.2
15.0,47.2,1.5,4313.1682,0.709,12.5,95.0,1.9,74.0
161.0,46.3,1.9,482.24762,0.706,12.4,99.0,1.9,73.5
165.0,45.4,2.3,3719.97351,0.689,11.1,98.0,1.9,73.3
166.0,44.5,2.3,3465.221998,0.694,11.9,96.0,1.9,73.1
167.0,43.5,2.3,3596.496282,0.69,11.7,99.0,2.0,73.0
171.0,42.5,2.2,3394.878,0.68,10.9,99.0,2.0,72.7
171.0,41.6,2.2,336.8742,0.682,11.4,93.0,2.0,72.6
55.0,29.0,0.1,34474.13736,0.902,15.3,96.0,2.1,83.7
57.0,28.6,0.1,3896.21151,0.899,15.3,96.0,2.0,83.5
56.0,28.2,0.1,4454.44746,0.894,15.3,96.0,2.0,83.5
58.0,27.8,0.1,4863.47665,0.889,15.3,97.0,1.9,83.3
64.0,27.4,0.1,48167.99727,0.884,15.1,97.0,1.9,82.5
62.0,26.9,0.1,4457.67639,0.879,15.1,97.0,1.9,83.0
64.0,26.4,0.1,4855.17564,0.881,15.0,97.0,1.8,83.0
66.0,25.9,0.1,39339.29757,0.88,15.0,98.0,1.8,82.7
67.0,25.4,0.1,35275.22843,0.877,15.0,98.0,1.8,82.6
68.0,24.9,0.1,35433.98896,0.873,14.9,98.0,1.7,82.4
69.0,24.4,0.1,37217.64873,0.87,14.9,98.0,1.7,82.0
68.0,23.8,0.1,37688.72234,0.866,14.8,99.0,1.7,82.1
7.0,23.4,0.1,3488.3992,0.863,14.8,97.0,1.7,81.9
7.0,22.9,0.1,32289.3554,0.86,14.7,96.0,1.7,81.8
72.0,22.5,0.1,33846.46564,0.856,14.6,95.0,1.7,81.5
74.0,22.2,0.1,38532.488,0.852,14.5,85.0,1.6,81.1
112.0,65.6,0.1,496.99275,0.741,13.1,99.0,4.0,74.1
113.0,64.8,0.1,466.94775,0.737,13.1,98.0,3.9,74.0
114.0,64.0,0.1,3992.86717,0.737,13.1,98.0,3.9,73.9
115.0,63.2,0.1,387.753211,0.735,12.9,98.0,3.9,73.7
116.0,62.4,0.1,387.324145,0.737,13.1,98.0,3.8,73.6
117.0,61.7,0.1,3679.19275,0.739,13.2,98.0,3.8,73.4
118.0,6.9,0.1,3492.1396,0.742,13.6,98.0,3.8,73.3
119.0,6.1,0.1,3385.69665,0.739,13.6,97.0,3.8,73.1
12.0,59.3,0.1,2762.86354,0.736,13.6,98.0,3.8,73.0
121.0,58.6,0.1,2537.349,0.733,13.7,98.0,3.9,72.8
127.0,57.8,0.1,223.83787,0.73,13.8,95.0,3.9,72.4
125.0,57.0,0.1,261.456882,0.723,13.5,95.0,3.9,72.5
127.0,56.3,0.1,1889.213962,0.717,13.2,97.0,3.9,72.3
129.0,55.5,0.1,1812.288374,0.712,13.0,95.0,3.9,72.1
131.0,54.8,0.1,1728.2659,0.706,12.7,99.0,4.0,71.9
133.0,54.0,0.1,1657.889256,0.7,12.6,91.0,4.0,71.7
198.0,53.1,0.1,159.9817,0.793,15.0,98.0,2.4,72.0
22.0,52.3,0.1,1286.56511,0.789,15.0,95.0,2.4,69.9
28.0,51.4,0.1,1389.8561,0.782,15.0,98.0,2.4,69.5
214.0,5.6,0.1,12387.18982,0.774,14.7,99.0,2.4,69.1
224.0,49.9,0.1,11634.42422,0.766,14.4,99.0,2.3,68.5
236.0,49.2,0.1,97.649972,0.763,14.5,99.0,2.3,67.8
235.0,48.5,0.1,7165.2775,0.758,14.6,98.0,2.3,67.8
258.0,47.9,0.1,8513.564645,0.758,14.6,99.0,2.4,66.6
288.0,47.3,0.1,6771.414797,0.754,14.7,93.0,2.4,65.3
295.0,46.8,0.1,5291.57565,0.747,14.3,99.0,2.4,65.0
294.0,46.3,0.1,3771.278957,0.737,13.9,98.0,2.4,64.6
287.0,45.8,0.1,2874.288291,0.725,13.5,82.0,2.5,64.7
282.0,45.3,0.1,268.123657,0.714,13.1,99.0,2.5,64.4
276.0,44.8,0.1,1658.31146,0.7,12.7,95.0,2.6,64.7
284.0,44.4,0.1,149.926751,0.685,12.3,95.0,2.6,64.4
292.0,43.9,0.1,1229.958,0.676,12.1,97.0,2.7,63.9
249.0,22.0,2.8,1349.97144,0.55,11.1,89.0,7.8,63.4
255.0,21.3,2.9,1335.6458,0.546,11.1,92.0,7.8,62.9
258.0,2.7,3.0,1229.114798,0.541,11.1,87.0,7.9,62.6
263.0,2.1,3.0,1155.2582,0.536,11.1,94.0,8.0,62.1
278.0,19.5,3.4,987.4453967,0.53,11.1,96.0,8.1,61.2
294.0,18.9,4.3,967.34773,0.523,11.1,9.0,8.2,63.0
317.0,18.4,5.0,92.816252,0.514,10.7,88.0,8.2,59.1
339.0,17.9,6.4,916.8992515,0.506,10.4,88.0,8.3,57.9
356.0,17.3,9.1,839.181117,0.494,10.1,81.0,8.4,56.8
388.0,16.9,10.3,697.66385,0.483,9.7,8.0,8.5,55.3
412.0,16.4,11.6,519.7999346,0.474,9.6,76.0,8.6,54.1
432.0,15.9,13.2,458.8843551,0.461,8.9,73.0,8.7,53.0
437.0,15.5,14.5,436.6875357,0.45,8.2,73.0,8.8,52.4
437.0,15.1,15.7,395.8493511,0.451,8.5,84.0,8.9,52.1
434.0,14.7,16.9,41.7763612,0.447,8.4,8.0,9.0,51.9
428.0,14.4,18.1,43.9797132,0.448,8.4,82.0,9.2,51.9
198.0,77.6,0.1,1424.483611,0.586,11.9,78.0,0.1,66.3
2.0,77.1,0.1,1684.54274,0.597,11.9,75.0,0.1,66.1
22.0,76.7,0.1,1724.361737,0.589,11.9,95.0,0.1,65.8
24.0,76.2,0.1,1763.815497,0.581,11.9,94.0,0.1,65.7
26.0,75.7,0.1,1692.613277,0.585,11.9,99.0,0.1,65.5
27.0,75.2,0.1,1493.1651,0.584,11.9,91.0,0.1,65.3
28.0,74.6,0.1,1297.285141,0.576,11.9,86.0,0.1,65.2
21.0,74.1,0.1,1413.3234,0.572,11.6,82.0,0.2,65.1
211.0,73.4,0.1,1357.632211,0.574,11.8,94.0,0.2,65.0
212.0,72.8,0.1,1151.555618,0.576,12.1,86.0,0.2,65.0
213.0,72.1,0.1,1214.556667,0.0,12.2,79.0,0.2,64.9
214.0,71.4,0.1,113.6286,0.0,12.4,62.0,0.2,64.8
215.0,7.6,0.1,115.3865,0.0,11.6,7.0,0.2,64.7
217.0,69.7,0.1,826.58554,0.0,11.7,77.0,0.2,64.6
219.0,68.8,0.1,734.9492461,0.0,10.4,85.0,0.2,64.3
222.0,67.9,0.1,796.7937634,0.0,10.0,9.0,0.2,64.1
81.0,71.4,0.1,28975.418,0.799,13.3,99.0,3.5,74.7
82.0,7.8,0.1,42996.4812,0.787,13.0,95.0,3.4,74.6
83.0,7.2,0.1,48399.9581,0.796,13.1,99.0,3.4,74.5
84.0,69.5,0.1,51264.7134,0.794,13.2,98.0,3.4,74.3
85.0,69.0,0.1,48268.5912,0.792,13.4,99.0,3.3,74.2
86.0,68.4,0.1,38497.61696,0.79,13.5,98.0,3.3,74.0
87.0,67.9,0.1,37567.3121,0.788,13.6,99.0,3.3,73.9
88.0,67.5,0.1,55571.9986,0.787,13.8,99.0,3.3,73.8
89.0,67.1,0.1,45793.97614,0.787,13.9,99.0,3.2,73.7
89.0,66.7,0.1,42717.55725,0.787,14.1,99.0,3.2,73.6
9.0,66.3,0.1,3549.26132,0.789,14.2,99.0,3.2,73.6
91.0,65.9,0.1,26921.8278,0.791,14.4,98.0,3.2,73.5
93.0,65.5,0.1,2271.56961,0.788,14.1,99.0,3.2,73.4
94.0,65.0,0.1,17789.41981,0.785,13.9,99.0,3.2,73.3
95.0,64.5,0.1,1654.96761,0.786,14.0,99.0,3.2,73.2
96.0,64.0,0.1,18389.38433,0.786,14.1,98.0,3.2,73.2
166.0,44.9,0.1,1764.97387,0.662,13.0,97.0,3.3,71.1
17.0,43.9,0.1,1764.97387,0.656,12.8,96.0,3.3,78.0
174.0,43.0,0.1,1764.97387,0.647,12.5,97.0,3.3,77.0
18.0,42.2,0.1,1764.97387,0.638,12.3,96.0,3.2,69.9
188.0,41.4,0.2,1764.97387,0.632,12.1,96.0,3.2,69.4
199.0,4.7,0.1,1764.97387,0.631,12.2,96.0,3.2,68.8
21.0,4.1,0.1,1764.97387,0.629,12.4,95.0,3.3,68.5
217.0,39.5,0.2,1764.97387,0.624,12.6,95.0,3.3,67.6
229.0,39.0,0.1,1764.97387,0.618,12.6,94.0,3.3,67.2
234.0,38.5,0.1,1764.97387,0.613,12.5,92.0,3.3,66.7
224.0,38.0,0.1,1764.97387,0.612,12.4,98.0,3.4,66.9
218.0,37.5,0.1,1764.97387,0.609,12.5,99.0,3.4,67.1
217.0,37.0,0.1,1764.97387,0.602,12.2,98.0,3.5,66.6
215.0,36.5,0.1,1764.97387,0.601,12.1,98.0,3.5,66.7
217.0,36.0,0.1,1764.97387,0.593,11.8,99.0,3.6,67.2
225.0,35.6,0.1,1764.97387,0.586,11.4,99.0,3.6,66.6
194.0,21.7,0.2,1764.97387,0.582,10.8,89.0,8.8,65.7
199.0,2.9,0.2,1764.97387,0.573,10.6,88.0,8.9,65.3
23.0,2.1,0.3,1764.97387,0.563,10.4,87.0,9.0,64.9
28.0,19.4,0.3,1764.97387,0.554,10.2,79.0,9.1,64.4
213.0,18.7,0.3,1764.97387,0.542,9.9,78.0,9.2,64.0
218.0,18.0,0.3,1764.97387,0.535,9.6,74.0,9.3,63.6
223.0,17.3,0.2,1764.97387,0.525,9.4,67.0,9.4,63.1
228.0,16.7,0.2,1764.97387,0.518,9.2,61.0,9.6,62.6
234.0,16.1,0.2,1764.97387,0.509,9.0,5.0,9.7,62.1
24.0,15.5,0.2,1764.97387,0.503,9.0,57.0,9.9,61.5
246.0,14.9,0.2,1764.97387,0.494,8.7,49.0,1.0,61.0
252.0,14.4,0.2,1764.97387,0.485,8.6,45.0,1.1,64.0
259.0,13.8,0.1,1764.97387,0.477,8.3,49.0,1.2,59.8
265.0,13.3,0.1,1764.97387,0.468,8.0,53.0,1.3,59.3
271.0,12.7,0.1,1764.97387,0.463,8.0,52.0,1.4,58.7
278.0,12.3,0.1,1764.97387,0.459,8.0,51.0,1.5,58.1
153.0,61.2,0.1,13666.58336,0.828,16.0,95.0,2.2,74.6
156.0,6.7,0.1,15725.1374,0.822,16.0,92.0,2.2,74.4
161.0,6.2,0.1,1532.22924,0.814,15.4,94.0,2.2,74.1
163.0,59.8,0.1,13822.8559,0.812,15.5,91.0,2.2,73.8
169.0,59.4,0.1,1372.68947,0.81,15.8,92.0,2.2,73.6
18.0,58.9,0.1,11326.21947,0.815,16.0,92.0,2.2,72.8
184.0,58.5,0.1,12219.37379,0.821,16.4,94.0,2.3,72.6
199.0,58.1,0.1,16348.53121,0.819,16.3,94.0,2.3,71.9
221.0,57.7,0.1,1444.1589,0.814,16.2,94.0,2.4,78.0
229.0,57.4,0.1,9667.9757,0.807,16.2,96.0,2.4,75.0
216.0,57.0,0.1,7558.7426,0.791,15.9,99.0,2.5,76.0
26.0,56.6,0.1,6351.8125,0.776,15.5,99.0,2.5,71.0
29.0,56.3,0.1,5134.95694,0.761,15.2,98.0,2.6,78.0
219.0,56.0,0.1,4132.34927,0.746,14.8,97.0,2.7,73.0
228.0,55.7,0.1,3572.8513,0.728,14.2,97.0,2.8,69.9
218.0,55.4,0.1,3352.731296,0.716,13.7,96.0,2.8,71.0
98.0,66.1,0.1,846.632851,0.763,13.3,81.0,4.9,74.9
99.0,65.4,0.1,8161.4614,0.763,13.3,81.0,4.8,74.8
97.0,64.9,0.1,846.285153,0.766,13.3,81.0,4.8,74.9
93.0,64.4,0.1,8787.94668,0.763,13.3,81.0,4.8,75.0
93.0,64.0,0.1,8734.9653,0.758,13.2,81.0,4.7,75.0
94.0,63.5,0.1,8763.826274,0.752,13.3,81.0,4.7,74.9
95.0,63.0,0.1,84.268878,0.746,13.2,81.0,4.7,74.7
98.0,62.5,0.1,712.775759,0.74,13.1,81.0,4.7,74.5
98.0,61.9,0.1,614.271115,0.731,12.9,8.0,4.7,74.4
1.0,61.4,0.1,5372.65899,0.733,13.2,78.0,4.7,74.1
11.0,6.8,0.1,5339.441291,0.0,13.7,77.0,4.7,73.9
13.0,6.2,0.1,5424.22356,0.0,14.2,75.0,4.7,73.7
15.0,59.7,0.1,5425.6697,0.0,14.8,74.0,4.8,73.5
17.0,59.1,0.1,5436.595223,0.0,15.2,77.0,4.8,73.2
11.0,58.6,0.1,5253.122599,0.0,15.0,8.0,4.9,73.0
112.0,57.9,0.1,5334.93329,0.0,14.9,83.0,4.9,72.7
484.0,32.6,9.3,173.82893,0.495,10.7,93.0,5.5,53.7
522.0,32.0,9.4,1174.839214,0.491,10.8,93.0,5.8,52.1
